file_id,source,primary_profile_viz,umap_1,umap_2
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.3_吴门画派.txt,human_expert,Theory & Comparison Focused,0.23247164,-0.7789194
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.4_文徵明.txt,human_expert,Historically Focused,-5.248044,4.135279
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.5_明代中期王阳明心学对文人思想和绘画观念的影响.txt,human_expert,Historically Focused,-5.9210753,3.8643594
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.6_晚明绘画.txt,human_expert,General Descriptive Profile,-12.616116,-5.7646146
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.5.7_董其昌“南北宗论”.txt,human_expert,Historically Focused,-4.1001916,6.3587246
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.1_清初“遗民”画家.txt,human_expert,Comprehensive Analyst,9.309693,4.1029096
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.2_清代宫廷绘画的特点.txt,human_expert,Historically Focused,-4.912427,4.3366466
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.3_四王.txt,human_expert,Comprehensive Analyst,22.315424,-1.0263872
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.4_清初个性派大师“四僧”.txt,human_expert,Comprehensive Analyst,19.649878,1.6381321
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.5_“扬州八怪”.txt,human_expert,General Descriptive Profile,-13.040178,-5.3352914
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.6.6_18世纪末至19世纪中国山水画.txt,human_expert,Comprehensive Analyst,22.520405,-1.6761528
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.1_20世纪初西方文化艺术对中国山水画的冲击和挑战.txt,human_expert,Historically Focused,-4.96002,4.3054323
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.2_传统派画家.txt,human_expert,Comprehensive Analyst,22.425219,-1.3609687
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.3_融合中西的画家.txt,human_expert,General Descriptive Profile,-12.797127,-5.698205
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.4_抗日战争和内战对山水画发展方向的影响.txt,human_expert,General Descriptive Profile,-13.075196,-5.5092106
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.5_海外发展的画家.txt,human_expert,Comprehensive Analyst,10.231744,4.7213683
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.6_古为今用、洋为中用.txt,human_expert,Historically Focused,-4.693706,4.9552684
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.7_当代山水画.txt,human_expert,Historically Focused,-4.4692903,5.5846095
苏利文（Sullivan）_山川悠远 中国山水画艺术\2.7.8_中国山水画在现代社会.txt,human_expert,General Descriptive Profile,-12.911491,-5.5747995
薛永年_中国绘画断代史\1.1_雍乾时期宫廷绘画的兴盛.txt,human_expert,Comprehensive Analyst,9.968803,5.037193
薛永年_中国绘画断代史\1.2_《视学》及线法画与外籍宫廷画家.txt,human_expert,General Descriptive Profile,-12.534156,-5.5377717
薛永年_中国绘画断代史\1.3_重要的宫廷绘画作品.txt,human_expert,Historically Focused,-4.050578,6.364208
薛永年_中国绘画断代史\1.4_宫廷中的油画作品.txt,human_expert,General Descriptive Profile,-12.437036,-5.5948234
薛永年_中国绘画断代史\1.5_词臣画与宗室画.txt,human_expert,General Descriptive Profile,-6.7188287,3.444957
薛永年_中国绘画断代史\2.1.1_清代的壁画.txt,human_expert,Comprehensive Analyst,22.239235,-0.6610986
薛永年_中国绘画断代史\2.1.2_清代的版画.txt,human_expert,General Descriptive Profile,-6.899013,3.3344617
薛永年_中国绘画断代史\2.1.3_清代的年画.txt,human_expert,Historically Focused,-5.948461,3.8536854
薛永年_中国绘画断代史\2.1.4_清代的铜版画与石印画报.txt,human_expert,Theory & Comparison Focused,0.23510318,-1.6795095
薛永年_中国绘画断代史\2.1_清代的壁画，版画，年画与石印画报.txt,human_expert,Historically Focused,-4.78452,4.7276773
薛永年_中国美术史：清代卷\1.1.1_承继拓展期.txt,human_expert,General Descriptive Profile,-12.41812,-5.7366076
薛永年_中国美术史：清代卷\1.1.2_繁荣多彩期.txt,human_expert,General Descriptive Profile,-7.586236,2.925404
薛永年_中国美术史：清代卷\1.1.3_古今转型期.txt,human_expert,General Descriptive Profile,-12.93554,-5.066588
薛永年_中国美术史：清代卷\1.2.1_繪畫機構與制度.txt,human_expert,Historically Focused,-4.1469464,6.2693596
薛永年_中国美术史：清代卷\1.2.2_顺治、康熙间的宫廷绘画.txt,human_expert,Comprehensive Analyst,9.509654,6.1081533
薛永年_中国美术史：清代卷\1.2.3_雍正、乾隆及其後的宫廷繪畫.txt,human_expert,Historically Focused,-5.200175,4.149601
薛永年_中国美术史：清代卷\1.2.4_西学东渐与清代宫廷画.txt,human_expert,General Descriptive Profile,-7.643003,2.934449
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.1_宋以前绘画的考古发现.txt,human_expert,Theory & Comparison Focused,0.25250056,-1.811737
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.2_宋和宋以后绘画的鉴定.txt,human_expert,General Descriptive Profile,-12.688671,-5.67364
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.3_笔法鉴赏.txt,human_expert,General Descriptive Profile,-12.741721,-5.3421917
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\1.4_艺术的个人风格、发展模式、变化幅度和画家性格.txt,human_expert,General Descriptive Profile,-12.462863,-5.2149887
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.1_关于风格与相关情景的流行理论.txt,human_expert,Comprehensive Analyst,22.561703,-2.2239373
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.2_宋以前的画论及其哲学背景.txt,human_expert,Historically Focused,-4.4390197,5.5519066
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.3_后期画论及其哲学背景.txt,human_expert,Historically Focused,-4.033276,6.4367876
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\2.4_诗画关系.txt,human_expert,General Descriptive Profile,-12.584336,-5.1932645
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.1_道释图像学.txt,human_expert,General Descriptive Profile,-12.320392,-5.471498
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.2_作为政治说教的宫廷画.txt,human_expert,Historically Focused,-4.675593,4.942009
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.3_文人画的政治性图像.txt,human_expert,Historically Focused,-4.1786413,6.2031507
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\3.4_传统文学题材图卷.txt,human_expert,General Descriptive Profile,-6.7962856,3.403006
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.1_内容与相关情境之关系.txt,human_expert,Historically Focused,-4.3165693,5.9670014
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.2_艺术赞助之研究的若干命题.txt,human_expert,General Descriptive Profile,-12.686495,-5.6926556
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.3_皇家赞助.txt,human_expert,General Descriptive Profile,-12.759875,-5.5686345
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.4_赞助与文人.txt,human_expert,General Descriptive Profile,-12.784354,-4.9038396
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.5_艺术地位与艺术：职业画家与业余画家.txt,human_expert,General Descriptive Profile,-12.598223,-5.863816
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.6_艺术中的妇女.txt,human_expert,General Descriptive Profile,-12.3331175,-5.442285
谢柏轲（Jerome Silbergeld）_西方中国绘画史研究专论\4.7_欧洲绘画的影响.txt,human_expert,Historically Focused,-5.2605023,4.1240325
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\1_中国山水画的特点.txt,human_expert,General Descriptive Profile,-12.373995,-5.0748444
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\2_中西方艺术批评在评价标准和表述方式上的差异.txt,human_expert,General Descriptive Profile,-12.356791,-5.322906
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\3_质疑.txt,human_expert,General Descriptive Profile,-12.442984,-5.4580264
贡布里希_西方人的眼光—评苏立文的《永恒的象征—中国山水画艺术\4_对苏立文著作的肯定及商榷.txt,human_expert,Historically Focused,-4.200182,6.177477
高居翰（James Cahill）_明清绘画中作为思想观念的风格\1_开篇.txt,human_expert,Historically Focused,-5.8004923,3.9437058
高居翰（James Cahill）_明清绘画中作为思想观念的风格\2.1_儒生对佛教美学的选择.txt,human_expert,Historically Focused,-4.9488554,4.322156
高居翰（James Cahill）_明清绘画中作为思想观念的风格\2.2_仿的问题.txt,human_expert,General Descriptive Profile,-12.414207,-5.478284
高居翰（James Cahill）_明清绘画中作为思想观念的风格\3.1_没有绘画的绘画研究.txt,human_expert,Historically Focused,-4.3923173,5.7114773
高居翰（James Cahill）_明清绘画中作为思想观念的风格\4.1_绘画在历史中的位置.txt,human_expert,Comprehensive Analyst,10.016791,3.676585
April\四月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.570688,-5.120807
April\四月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.853368,6.773846
April\四月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,20.68975,1.361927
April\四月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.588248,-5.695771
April\四月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.545073,2.5486362
April\四月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.603572,12.165153
April\四月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.474019,-5.667802
April\四月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,18.910616,2.4265134
April\四月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.698495,11.98416
August\八月(basic).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.326187,4.282681
August\八月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.511563,9.633351
August\八月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,22.360708,-1.2158151
August\八月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.568143,9.87478
August\八月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.9499273,5.315521
August\八月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.492217,8.4911585
August\八月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.874275,2.1544573
August\八月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.254199,10.834067
August\八月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.6294565,12.116188
December\十二月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.807122,-5.3382487
December\十二月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.688576,-5.3599677
December\十二月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.677955,2.3048165
December\十二月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,10.155196,5.0509763
December\十二月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.394103,4.487441
December\十二月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.606032,12.14676
December\十二月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.7568064,2.8063254
December\十二月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-7.628666,2.9776325
December\十二月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.946963,6.413287
February\二月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.618765,-5.5070024
February\二月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.900395,6.7933817
February\二月(with_Dr._Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,20.69708,1.2811035
February\二月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.634091,-5.521202
February\二月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.578785,2.562751
February\二月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.642588,12.108796
February\二月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.267539,-5.242245
February\二月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,18.92773,2.4211671
February\二月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.640232,12.029735
January\一月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.917603,-5.5522947
January\一月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.197181,1.3296046
January\一月(with_Dr._Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.798783,3.0878997
January\一月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.067011,6.7573566
January\一月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.992151,4.9587865
