file_id,source,primary_profile_viz,umap_1,umap_2
January\一月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.381643,10.559031
January\一月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,18.81586,2.5046165
January\一月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.546752,8.323963
January\一月(with_Su_Shi).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.584657,-5.8016305
July\七月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.917873,-5.1401687
July\七月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.440985,10.825922
July\七月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,19.860718,1.4986974
July\七月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.632391,6.0068803
July\七月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,20.719114,1.2463018
July\七月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.945998,5.0299897
July\七月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.222333,5.6686983
July\七月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.506571,8.335871
July\七月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.734094,3.7122426
June\六月(basic).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.514062,8.532168
June\六月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.862928,6.5389743
June\六月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.2772045,4.0831585
June\六月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.593134,-4.882897
June\六月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.671314,12.043789
June\六月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.327439,9.860138
June\六月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.781451,5.005976
June\六月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.236604,2.557117
June\六月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.546049,6.1316257
March\三月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.706886,-5.0814075
March\三月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,19.125547,2.218348
March\三月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.4266386,3.963426
March\三月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.505098,3.3594816
March\三月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,17.361841,3.2603002
March\三月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.447239,5.128701
March\三月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.8497663,3.1348143
March\三月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,19.529215,1.7480254
March\三月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.236839,2.4471102
May\五月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.550746,-5.387477
May\五月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.848115,5.0767193
May\五月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.528287,11.214673
May\五月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.804214,11.924521
May\五月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.324719,10.919549
May\五月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.992678,6.8237367
May\五月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,18.030287,2.937162
May\五月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.76762,5.8660645
May\五月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.669532,11.857531
November\十一月(basic).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.544017,-4.962625
November\十一月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.224877,1.2944475
November\十一月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.7998686,3.1260269
November\十一月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.049159,6.763939
November\十一月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.957895,4.9571047
November\十一月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.409922,10.4986515
November\十一月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,18.80109,2.515276
November\十一月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.5407915,8.324884
November\十一月(with_Su_Shi).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.333394,-4.9137406
october\十月(basic).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.199277,1.9189098
october\十月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,9.621862,6.0470114
october\十月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,22.663939,-2.2388337
october\十月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.76882,-4.9500675
october\十月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,10.174451,4.84267
october\十月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.818137,6.9081664
october\十月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.697012,10.221954
october\十月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.879746,-4.94936
october\十月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,17.340797,3.2685723
September\九月(basic).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.353621,10.928587
September\九月(with_Brother_Thomas).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.116541,5.5449395
September\九月(with_Dr_Aris_Thorne).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,20.794006,1.1909162
September\九月(with_Guo_Xi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.310988,9.72482
September\九月(with_John_Ruskin).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.143961,1.9117906
September\九月(with_Mama_Zola).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,7.974705,5.2735286
September\九月(with_Okakura_Kakuzō).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,18.13831,2.859713
September\九月(with_Professor_Elena_Petrova).txt,Qwen-2.5-VL-7B,General Descriptive Profile,-12.394446,-5.010664
September\九月(with_Su_Shi).txt,Qwen-2.5-VL-7B,Comprehensive Analyst,8.515578,10.472534
April\四月(basic).txt,google_gemini-2.5pro,Comprehensive Analyst,8.741478,2.0825512
April\四月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,8.661794,2.2502449
April\四月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.6473794,-1.596241
April\四月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,7.886845,5.081124
April\四月(with_John_Ruskin).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.6946623,-1.6745162
April\四月(with_Mama_Zola).txt,google_gemini-2.5pro,General Descriptive Profile,-12.977416,-4.824981
April\四月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,Comprehensive Analyst,7.570331,4.44971
April\四月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Comprehensive Analyst,9.287185,3.751082
April\四月(with_Su_Shi).txt,google_gemini-2.5pro,General Descriptive Profile,-8.182878,2.6345878
August\八月(basic).txt,google_gemini-2.5pro,General Descriptive Profile,-12.984867,-5.25344
August\八月(with_Brother_Thomas).txt,google_gemini-2.5pro,General Descriptive Profile,-6.793563,3.4045918
August\八月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,General Descriptive Profile,-12.575249,-5.199495
August\八月(with_Guo_Xi).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.6645406,-1.7173624
August\八月(with_John_Ruskin).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.6056557,-1.5224159
August\八月(with_Mama_Zola).txt,google_gemini-2.5pro,General Descriptive Profile,-12.782647,-4.9687476
August\八月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,General Descriptive Profile,-12.450688,-5.103372
August\八月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Comprehensive Analyst,8.993793,3.7696185
August\八月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.698204,2.014443
December\十二月(basic).txt,google_gemini-2.5pro,Comprehensive Analyst,8.754714,3.7591164
December\十二月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,8.317185,1.9114066
December\十二月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,General Descriptive Profile,-12.93759,-5.3445354
December\十二月(with_Guo_Xi).txt,google_gemini-2.5pro,General Descriptive Profile,-12.473601,-4.8312097
December\十二月(with_John_Ruskin).txt,google_gemini-2.5pro,Comprehensive Analyst,7.9276495,5.273158
December\十二月(with_Mama_Zola).txt,google_gemini-2.5pro,Comprehensive Analyst,8.572837,8.292534
December\十二月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,Comprehensive Analyst,9.003963,2.280599
December\十二月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,General Descriptive Profile,-12.575156,-4.891762
December\十二月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.879644,2.167226
February\二月(Basic).txt,google_gemini-2.5pro,General Descriptive Profile,-12.39705,-5.2079573
February\二月(with_Brother_Thomas).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.295876,-1.0107826
February\二月(with_Dr_Aris_Thorne).txt,google_gemini-2.5pro,General Descriptive Profile,-13.019495,-5.0603285
February\二月(with_Guo_Xi).txt,google_gemini-2.5pro,General Descriptive Profile,-12.68981,-4.743498
February\二月(with_John_Ruskin).txt,google_gemini-2.5pro,General Descriptive Profile,-12.338386,-5.128875
February\二月(with_Mama_Zola).txt,google_gemini-2.5pro,Comprehensive Analyst,7.850574,5.250828
February\二月(with_Okakura_Kakuzo).txt,google_gemini-2.5pro,Comprehensive Analyst,8.778185,4.601747
February\二月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.29125267,-0.7245745
February\二月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,7.4846025,4.19439
January\正月(Basic).txt,google_gemini-2.5pro,Comprehensive Analyst,18.990917,2.3633177
January\正月(with_Brother_Thomas).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.56099665,-0.8349275
January\正月(with_Dr_Aris_Thorne).txt,google_gemini-2.5pro,Comprehensive Analyst,8.30054,1.8315344
January\正月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,17.410957,3.2213287
January\正月(with_John_Ruskin).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.6100008,-1.637513
January\正月(with_Mama_Zola).txt,google_gemini-2.5pro,General Descriptive Profile,-12.750009,-5.1977406
January\正月(with_Okakura_Kakuzo).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.26810876,-0.73521465
January\正月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Comprehensive Analyst,8.181062,1.3401126
January\正月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.607856,1.6273582
July\七月(basic).txt,google_gemini-2.5pro,General Descriptive Profile,-12.729965,-4.679344
July\七月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,9.150721,3.9212215
July\七月(with_Dr_Aris_Thorne).txt,google_gemini-2.5pro,Comprehensive Analyst,7.387145,3.9181552
July\七月(with_Guo_Xi).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.39810517,-0.75474966
July\七月(with_John_Ruskin).txt,google_gemini-2.5pro,Comprehensive Analyst,8.111439,1.9493928
July\七月(with_Mama_Zola).txt,google_gemini-2.5pro,Comprehensive Analyst,18.99823,2.3529081
July\七月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,Comprehensive Analyst,8.283213,1.3304079
July\七月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,General Descriptive Profile,-13.771108,-5.022848
July\七月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,17.339848,3.2689848
June\六月(basic).txt,google_gemini-2.5pro,General Descriptive Profile,-12.806498,-5.0350285
June\六月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,8.546107,8.35283
June\六月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,General Descriptive Profile,-6.7423043,3.4350588
June\六月(with_Guo_Xi).txt,google_gemini-2.5pro,General Descriptive Profile,-12.268666,-5.3716936
June\六月(with_John_Ruskin).txt,google_gemini-2.5pro,Comprehensive Analyst,8.8312645,5.6249833
June\六月(with_Mama_Zola).txt,google_gemini-2.5pro,General Descriptive Profile,-12.229078,-5.643768
June\六月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,General Descriptive Profile,-12.228505,-5.029412
June\六月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Comprehensive Analyst,7.5264435,3.1725338
June\六月(with_Su_Shi).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.409534,-0.8111888
March\三月(basic).txt,google_gemini-2.5pro,Comprehensive Analyst,8.7621765,1.7607635
March\三月(with_Brother_Thomas).txt,google_gemini-2.5pro,Historically Focused,-4.650566,5.040245
March\三月(with_Dr_Aris_Thorne).txt,google_gemini-2.5pro,Comprehensive Analyst,9.101616,3.8462167
March\三月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,7.7271314,3.1974685
March\三月(with_John_Ruskin).txt,google_gemini-2.5pro,Comprehensive Analyst,7.9292707,5.2845945
March\三月(with_Mama_Zola).txt.txt,google_gemini-2.5pro,General Descriptive Profile,-8.429615,2.4592955
March\三月(with_Okakura_Kakuzo).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.6298599,-0.8808022
March\三月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.25352955,-1.1136703
March\三月(with_Su_Sh).txt,google_gemini-2.5pro,General Descriptive Profile,-8.492448,2.396443
May\五月(basic).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.43328634,-0.8277825
May\五月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,7.6165657,2.6804636
May\五月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,General Descriptive Profile,-13.355982,-5.3871355
May\五月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.351283,3.0604174
May\五月(with_John_Ruskin).txt,google_gemini-2.5pro,Comprehensive Analyst,22.061861,-0.35673222
May\五月(with_Mama_Zola).txt,google_gemini-2.5pro,Comprehensive Analyst,9.065526,3.766458
May\五月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,General Descriptive Profile,-13.51871,-5.1849017
May\五月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.6529086,-1.544938
May\五月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,7.8921375,5.2486477
November\十一月(basic).txt,google_gemini-2.5pro,Comprehensive Analyst,8.310412,9.971767
November\十一月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,8.0631,1.6960521
November\十一月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,Comprehensive Analyst,7.791203,3.2143245
November\十一月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.749086,3.743398
November\十一月(with_John_Ruskin).txt,google_gemini-2.5pro,Comprehensive Analyst,7.6218224,3.1178656
November\十一月(with_Mama_Zola).txt,google_gemini-2.5pro,Comprehensive Analyst,8.868981,2.2350354
November\十一月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,Comprehensive Analyst,7.860597,2.648218
November\十一月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Comprehensive Analyst,8.336756,2.8837857
November\十一月(with_Su_Shi).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.4582446,-1.719821
october\十月(basic).txt,google_gemini-2.5pro,Comprehensive Analyst,8.508193,1.9987332
october\十月(with_Brother_Thomas).txt,google_gemini-2.5pro,Comprehensive Analyst,7.4361615,3.7526295
october\十月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,Comprehensive Analyst,7.5973577,2.9140701
october\十月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.642861,3.259607
october\十月(with_John_Ruskin).txt,google_gemini-2.5pro,Theory & Comparison Focused,1.0564177,-1.1570603
october\十月(with_Mama_Zola).txt,google_gemini-2.5pro,General Descriptive Profile,-13.162096,-5.0280867
october\十月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,Comprehensive Analyst,8.083954,5.5490217
october\十月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,General Descriptive Profile,-8.428608,2.4586194
october\十月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,8.9021635,2.172903
September\九月(basic).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.26452312,-0.747349
September\九月(with_Brother_Thomas).txt,google_gemini-2.5pro,General Descriptive Profile,-6.745777,3.4594233
September\九月(with_Dr._Aris_Thorne).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.2452677,-1.298129
September\九月(with_Guo_Xi).txt,google_gemini-2.5pro,Comprehensive Analyst,9.174428,2.365375
September\九月(with_John_Ruskin).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.27041295,-0.72314733
September\九月(with_Mama_Zola).txt,google_gemini-2.5pro,General Descriptive Profile,-13.177873,-4.774807
September\九月(with_Okakura_Kakuzō).txt,google_gemini-2.5pro,Comprehensive Analyst,7.9956346,2.0010777
September\九月(with_Professor_Elena_Petrova).txt,google_gemini-2.5pro,Theory & Comparison Focused,0.32582778,-0.7164842
September\九月(with_Su_Shi).txt,google_gemini-2.5pro,Comprehensive Analyst,7.400374,3.9830325
April\四月(basic).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.218395,-4.9126725
April\四月(with_Brother_Thomas).txt,meta-llama_Llama-3.1-8B-Instruct,Historically Focused,-4.7000384,5.4395833
April\四月(with_Dr_Aris_Thorne).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,7.944731,1.9482536
April\四月(with_Guo_Xi).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.261071,-5.132005
April\四月(with_John_Ruskin).txt,meta-llama_Llama-3.1-8B-Instruct,Theory & Comparison Focused,0.23192936,-1.7418607
April\四月(with_Mama_Zola).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.025858,-4.879311
April\四月(with_Okakura_Kakuzō).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,19.55516,1.7252237
April\四月(with_Professor_Elena_Petrova).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.350452,-4.936834
April\四月(with_Su_Shi).txt,meta-llama_Llama-3.1-8B-Instruct,Theory & Comparison Focused,0.17116173,-1.5065762
August\八月_仲秋(basic).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,10.003152,5.1492558
August\八月_仲秋(with_Brother_Thomas).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-12.86429,-4.871456
August\八月_仲秋(with_Dr_Aris_Thorne).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,8.25287,1.8975652
August\八月_仲秋(with_Guo_Xi).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-12.607069,-4.777942
August\八月_仲秋(with_John_Ruskin).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,21.81774,-1.4990104
August\八月_仲秋(with_Mama_Zola).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.2675705,-4.830519
August\八月_仲秋(with_Okakura_Kakuzō).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.2481365,-5.033398
August\八月_仲秋(with_Professor_Elena_Petrova).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,19.550468,1.7256694
August\八月_仲秋(with_Su_Shi).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.164605,-4.924164
December\十二月(basic).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.538773,-5.59332
December\十二月(with_Brother_Thomas).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,19.81366,1.5022889
December\十二月(with_Dr_Aris_Thorne).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.079752,-5.234812
December\十二月(with_Guo_Xi).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.640399,-4.9892025
December\十二月(with_John_Ruskin).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.318537,-5.272449
December\十二月(with_Mama_Zola).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-12.692024,-4.885643
December\十二月(with_Okakura_Kakuzō).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-12.187042,-5.4631176
December\十二月(with_Professor_Elena_Petrova).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.203498,-5.248887
December\十二月(with_Su_Shi).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,8.65371,1.8406117
February\二月(basic).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.13558,-5.1625514
February\二月(with_Brother_Thomas).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,20.664703,1.3098409
February\二月(with_Dr_Aris_Thorne).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,18.033384,2.925092
February\二月(with_Guo_Xi).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,20.691,1.342215
February\二月(with_John_Ruskin).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.411214,-5.307267
February\二月(with_Mama_Zola).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,9.623478,3.7735145
February\二月(with_Okakura_Kakuzō).txt,meta-llama_Llama-3.1-8B-Instruct,General Descriptive Profile,-13.170786,-5.5270333
February\二月(with_Professor_Elena_Petrova).txt,meta-llama_Llama-3.1-8B-Instruct,Theory & Comparison Focused,0.539246,-0.82862496
February\二月(with_Su_Shi).txt,meta-llama_Llama-3.1-8B-Instruct,Comprehensive Analyst,10.218485,4.0680223
